tmdb_id,imdb_id,title,release_year,genres,budget,box_office_revenue,vote_average,vote_count
710295,tt4216984,Wolf Man,2025,"Horror, Thriller",25000000,35153314,6.2,923
1242011,tt31184028,Together,2025,"Horror, Romance",17000000,34573161,6.981,962
1195506,tt29603959,Novocaine,2025,"Action, Comedy, Thriller",18000000,34536061,6.805,1475
1242419,tt4627382,Roofman,2025,"Crime, Comedy, Drama",18000000,34263666,7.153,594
1290190,tt33372494,Lokah Chapter 1: Chandra,2025,"Action, Adventure, Fantasy",3379386,34242894,7.352,44
1241436,tt31434639,Warfare,2025,"War, Action",20000000,33649631,7.073,1334
1246049,tt31434030,Dracula,2025,"Horror, Fantasy, Romance",52000000,33593404,7.112,915
1302916,tt32558992,Heart Eyes,2025,"Horror, Comedy, Romance",18000000,33129099,6.317,467
1408208,tt35222590,Exit 8,2025,"Horror, Mystery",0,33100990,6.349,215
1259102,tt24950660,Eternity,2025,"Romance, Comedy, Drama",12000000,32867848,6.9,506
1245993,tt1493274,Caught Stealing,2025,"Crime, Thriller, Comedy",40000000,32703294,6.914,789
627336,tt10505918,L2: Empuraan,2025,"Action, Crime, Thriller",21035003,30823000,6.241,27
1319738,tt33014921,We Girls,2025,"Drama, Crime",0,30700000,6.75,12
1481390,tt36979965,Curious Tales of a Temple,2025,"Drama, Comedy, Fantasy, Animation",0,30190659,7.5,12
1146210,tt9104736,Housefull 5,2025,"Comedy, Mystery, Thriller",28000000,30000000,5.385,39
1249213,tt32149847,Drop,2025,"Mystery, Thriller",11000000,28744699,6.345,774
986097,tt20990442,HIM,2025,"Horror, Mystery",27000000,27834512,5.739,326
1280525,tt35286242,School of Magical Animals 4,2025,"Family, Fantasy",0,27587546,7.167,12
1468704,tt37997249,Red Rain,2025,"War, History, Drama",8000000,27076000,8.0,7
1259024,tt27540217,Good Bad Ugly,2025,"Action, Crime, Comedy",30500000,27000000,5.9,28
1114967,tt27543578,Good Fortune,2025,"Comedy, Fantasy",30000000,26117423,6.963,500
1049082,tt27433995,Jumbo,2025,"Animation, Comedy, Drama, Family, Fantasy",1200000,25167656,7.568,22
1380405,,The Chosen: Last Supper,2025,"Drama, History, Adventure",48000000,24990137,8.1,9
972533,tt14403504,Last Breath,2025,"Thriller, Drama",23800000,24823454,6.918,582
1257960,tt31712434,Sikandar,2025,"Action, Drama",23500000,24727058,4.955,66
803796,tt14205554,KPop Demon Hunters,2025,"Fantasy, Music, Comedy, Animation",100000000,24619953,8.068,2465
1137179,tt35851026,Yadang: The Snitch,2025,"Crime, Action, Comedy, Drama, Thriller",9500000,24508523,6.921,38
1397163,tt34881132,Mobile Suit Gundam GQuuuuuuX -Beginning-,2025,"Animation, Action, Science Fiction, Drama",0,24386353,7.974,19
1244944,tt31314296,The Woman in the Yard,2025,"Horror, Mystery",12000000,23311502,5.667,392
1137759,tt33613785,God Save the Tuches,2025,Comedy,0,23311298,5.076,144
1208348,tt14142060,Rental Family,2025,"Drama, Comedy",0,22574747,7.775,525
