title,release_date,budget,revenue,roi,vote_average,vote_count,runtime,genres,avg_trend_before,max_trend_before,peak_date_before,avg_trend_after,max_trend_after
Scouts Guide to the Zombie Apocalypse,2015-10-23,15000000,14900000,0.99,6.567,2087,93,"Comedy, Horror",0.54,100.0,2015-06-07,,
Insurgent,2015-03-18,110000000,297002527,2.7,6.361,10353,119,"Action, Science Fiction, Thriller",9.4,100.0,2015-03-14,48.28,100.0
Wild Card,2015-01-14,30000000,6738764,0.22,5.691,1899,92,"Thriller, Crime, Action",4.2,100.0,2014-12-13,21.84,100.0
Sicario,2015-09-17,30000000,84997446,2.83,7.416,9369,122,"Action, Crime, Thriller",5.55,100.0,2015-09-17,32.55,100.0
Krampus,2015-11-26,15000000,61800000,4.12,6.202,2360,98,"Horror, Comedy, Fantasy",8.34,100.0,2015-09-09,35.32,100.0
Ant-Man,2015-07-14,130000000,519311965,3.99,7.066,20670,117,"Science Fiction, Adventure, Action",3.62,100.0,2015-07-11,46.81,100.0
Pan,2015-09-24,150000000,128388320,0.86,5.955,2819,111,"Fantasy, Adventure, Family, Action",45.34,100.0,2015-06-01,57.0,100.0
The Hateful Eight,2015-12-25,44000000,155760117,3.54,7.755,15087,188,"Drama, Mystery, Western",5.26,100.0,2015-08-13,70.44,100.0
Trumbo,2015-10-27,15000000,8235661,0.55,7.163,1663,124,Drama,1.93,100.0,2015-08-13,3.12,100.0
Focus,2015-02-25,50100000,153962963,3.07,6.869,8198,105,"Romance, Comedy, Crime",,,,,
Goosebumps,2015-08-05,58000000,158261424,2.73,6.311,3941,103,"Adventure, Horror, Comedy",,,,,
Creed,2015-11-25,37000000,173600000,4.69,7.402,7856,133,Drama,,,,,
The Good Dinosaur,2015-11-14,175000000,332207671,1.9,6.737,5912,93,"Adventure, Animation, Family",,,,,
Mr. Holmes,2015-06-19,11000000,29355203,2.67,6.477,1940,104,"Drama, Crime, Family, Mystery",,,,,
Jupiter Ascending,2015-02-04,176000000,184000000,1.05,5.456,7026,127,"Science Fiction, Fantasy, Action",,,,38.24,100.0
The Brand New Testament,2015-09-02,8700000,15709652,1.81,6.641,1740,114,"Comedy, Fantasy",,,,,
Pawn Sacrifice,2015-09-16,19000000,5578519,0.29,6.751,1042,115,"Thriller, Drama",,,,,
Poltergeist,2015-05-20,35000000,95682614,2.73,5.225,2370,93,Horror,8.48,100.0,2015-05-20,,
Carol,2015-11-20,11800000,40272135,3.41,7.498,3919,118,"Romance, Drama",,,,,
Southpaw,2015-03-24,30000000,91709827,3.06,7.361,5739,123,"Action, Drama",2.01,100.0,2014-12-01,,
Suite Française,2015-03-12,15000000,9104716,0.61,7.246,1137,103,"Drama, Romance, War",,,,,
Kingsman: The Secret Service,2015-01-24,81000000,414351546,5.12,7.62,17632,129,"Crime, Comedy, Action, Adventure",,,,33.56,100.0
Furious 7,2015-04-01,190000000,1515400000,7.98,7.219,11172,139,"Action, Crime, Thriller",,,,,
Maze Runner: The Scorch Trials,2015-09-09,61000000,312296056,5.12,6.728,10907,131,"Science Fiction, Action, Thriller, Adventure",0.54,100.0,2015-09-02,,
Black Mass,2015-09-17,53000000,99975678,1.89,6.529,3542,123,"Drama, Crime, History",,,,,
The SpongeBob Movie: Sponge Out of Water,2015-01-28,74000000,325186032,4.39,6.097,2496,93,"Family, Comedy, Adventure, Animation, Fantasy",,,,,
Hardcore Henry,2015-09-12,2000000,16810562,8.41,6.398,2609,97,"Action, Adventure, Science Fiction",,,,,
Burnt,2015-10-02,20000000,36606743,1.83,6.527,3539,100,Drama,2.56,100.0,2015-08-29,22.06,100.0
Spy,2015-05-06,65000000,235666219,3.63,6.834,6330,120,"Action, Comedy, Crime",39.15,100.0,2015-05-02,47.25,100.0
Project Almanac,2015-01-28,12000000,33200000,2.77,6.782,2800,106,"Science Fiction, Thriller",1.07,100.0,2015-01-22,,
Vacation,2015-07-28,31000000,104400000,3.37,6.311,3924,99,"Comedy, Adventure",54.8,100.0,2015-07-16,54.59,100.0
The Big Short,2015-12-11,28000000,133346506,4.76,7.359,9684,131,"Comedy, Drama",,,,,
Spectre,2015-10-26,245000000,880707597,3.59,6.568,11104,148,"Action, Adventure, Thriller",,,,,
The Last Witch Hunter,2015-10-21,90000000,146936910,1.63,6.011,3802,106,"Action, Adventure, Fantasy",,,,,
The Vatican Tapes,2015-07-23,13000000,1784763,0.14,5.356,813,91,"Thriller, Horror",,,,,
Hot Tub Time Machine 2,2015-02-20,36000000,64800000,1.8,5.187,998,93,Comedy,,,,,
Youth,2015-05-20,13360000,2000000,0.15,6.9,2177,125,"Comedy, Drama, Romance",,,,,
Mission: Impossible - Rogue Nation,2015-07-28,150000000,682716636,4.55,7.221,9574,131,"Action, Adventure",,,,,
No Escape,2015-08-26,5000000,54400000,10.88,6.9,2686,103,"Thriller, Action",,,,,
Entourage,2015-06-03,30000000,49263404,1.64,6.24,1091,104,"Comedy, Drama",,,,,
Joy,2015-12-24,60000000,101134059,1.69,6.551,4256,124,"Drama, Comedy",,,,,
Blackhat,2015-01-13,70000000,17752940,0.25,5.515,2157,133,"Crime, Thriller, Action",,,,,
Crimson Peak,2015-10-13,55000000,74700000,1.36,6.662,5178,119,"Horror, Mystery, Romance",,,,,
The Visit,2015-09-10,5000000,98450062,19.69,6.324,5087,94,"Horror, Thriller",5.46,100.0,2015-04-25,41.39,100.0
Room,2015-10-16,13000000,35401758,2.72,7.997,9591,118,"Drama, Thriller",,,,81.38,100.0
Legend,2015-09-09,25000000,42972994,1.72,7.056,4203,132,"Crime, Thriller",31.58,100.0,2015-06-13,45.61,100.0
Pixels,2015-07-16,88000000,244874809,2.78,5.766,7950,106,"Action, Comedy, Science Fiction",,,,44.47,100.0
Freeheld,2015-10-02,7000000,573335,0.08,7.2,670,103,"Romance, Drama",0.54,100.0,2015-09-02,,
Barely Lethal,2015-04-23,15000000,933847,0.06,5.7,1104,98,"Action, Comedy, Adventure, Romance",,,,,
The DUFF,2015-02-20,8500000,43528634,5.12,6.762,4453,100,"Romance, Comedy",,,,,
The Second Best Exotic Marigold Hotel,2015-02-26,10000000,85979176,8.6,6.426,756,122,"Drama, Comedy",,,,,
In the Heart of the Sea,2015-12-03,100000000,93900000,0.94,6.76,4303,122,"Thriller, Drama, Adventure, Action, History",,,,,
Look Who's Back,2015-10-08,3196621,25513752,7.98,6.8,1900,116,Comedy,,,,,
Momentum,2015-10-15,20000000,133332,0.01,5.655,569,96,"Action, Crime, Thriller",,,,,
Demonic,2015-02-12,3000000,4668109,1.56,5.307,523,84,"Thriller, Horror",,,,,
The Lobster,2015-10-15,4000000,15700000,3.92,7.024,6777,119,"Comedy, Drama, Romance",2.11,100.0,2015-05-16,,
Everest,2015-09-10,55000000,203427584,3.7,6.825,5153,121,"Adventure, Drama, History",,,,,
Home,2015-03-18,135000000,368871007,2.73,6.789,4172,94,"Fantasy, Comedy, Animation, Science Fiction, Family",82.33,100.0,2015-01-04,,
Hotel Transylvania 2,2015-09-21,80000000,473200000,5.92,6.766,6055,89,"Animation, Comedy, Family, Fantasy",,,,,
Paper Towns,2015-06-18,12000000,85500000,7.12,6.2,5157,109,"Mystery, Drama, Romance",,,,,
Love & Mercy,2015-05-29,10000000,28600000,2.86,7.079,738,120,"Drama, Music, History",,,,12.78,100.0
Woman in Gold,2015-03-20,11000000,61619773,5.6,7.282,1438,109,Drama,,,,,
Get Hard,2015-03-26,40000000,111800000,2.79,6.022,2864,100,Comedy,,,,,
Zootopia,2016-02-11,150000000,1025521689,6.84,7.759,17772,109,"Animation, Adventure, Family, Comedy",,,,,
Sausage Party,2016-07-11,19000000,140705322,7.41,5.75,7643,89,"Adventure, Animation, Comedy, Fantasy",,,,,
Your Name.,2016-08-26,7500000,405320132,54.04,8.5,12337,106,"Animation, Romance, Drama",,,,,
Deadpool,2016-02-09,58000000,782837347,13.5,7.622,32436,108,"Action, Adventure, Comedy",12.78,100.0,2016-02-09,,
Train to Busan,2016-07-20,8500000,87547518,10.3,7.747,8221,118,"Horror, Thriller, Action, Adventure",,,,,
Hidden Figures,2016-12-10,25000000,235957472,9.44,8.045,10290,127,"Drama, History",,,,,
Love & Friendship,2016-05-26,3000000,21401949,7.13,6.068,584,94,"Drama, Romance, Comedy",,,,3.12,100.0
Me Before You,2016-06-01,20000000,207945075,10.4,7.919,13088,110,"Drama, Romance",,,,,
The Handmaiden,2016-06-01,8575000,38600000,4.5,8.188,4212,145,"Thriller, Drama, Romance",,,,,
Batman v Superman: Dawn of Justice,2016-03-23,250000000,874362803,3.5,5.989,18797,152,"Action, Adventure, Fantasy",,,,,
Arrival,2016-11-10,47000000,203388186,4.33,7.6,19051,116,"Drama, Science Fiction, Mystery",,,,,
Collide,2016-06-10,21500000,6817535,0.32,5.577,631,98,"Thriller, Action",,,,,
A Street Cat Named Bob,2016-11-04,8000000,17900000,2.24,7.893,1530,103,"Family, Drama",,,,,
Why Him?,2016-12-22,38000000,118102725,3.11,6.381,4358,111,Comedy,,,,,
La La Land,2016-12-01,30000000,509183536,16.97,7.9,17899,129,"Comedy, Drama, Romance",,,,,
Doctor Strange,2016-10-25,180000000,676343174,3.76,7.418,23211,115,"Fantasy, Adventure, Action",6.43,100.0,2016-10-25,,
The Witch,2016-02-19,4000000,40423945,10.11,6.995,7535,92,"Horror, Fantasy, Drama",,,,,
Captain America: Civil War,2016-04-27,250000000,1155046416,4.62,7.447,23795,147,"Adventure, Action, Science Fiction",,,,,
Hacksaw Ridge,2016-10-07,40000000,175302354,4.38,8.19,14641,139,"Drama, History, War",,,,,
Warcraft,2016-05-25,160000000,433677183,2.71,6.397,7163,123,"Action, Adventure, Fantasy",,,,41.12,100.0
The Jungle Book,2016-04-07,175000000,966550600,5.52,6.867,8413,106,"Family, Adventure, Fantasy",,,,,
Silence,2016-12-23,46000000,23834809,0.52,7.119,3252,161,"Drama, History",48.71,100.0,2016-10-22,,
Finding Dory,2016-06-16,200000000,1029266989,5.15,7.038,12562,97,"Adventure, Animation, Family",,,,,
Julieta,2016-04-08,1490000,22468044,15.08,6.986,906,98,"Drama, Romance",,,,,
War Dogs,2016-08-18,50000000,86234523,1.72,6.937,5379,114,"Comedy, Crime, Drama",,,,,
Shin Godzilla,2016-07-29,15000000,78053145,5.2,7.206,1526,120,"Action, Science Fiction, Horror",,,,,
Mechanic: Resurrection,2016-08-25,40000000,125729635,3.14,6.04,3591,99,"Action, Crime, Thriller",,,,,
The Visitors: Bastille Day,2016-03-23,25868826,18552314,0.72,4.153,716,110,"Comedy, Fantasy",,,,,
Green Room,2016-04-15,5000000,3800000,0.76,6.719,2894,95,"Horror, Crime, Thriller",,,,,
Keeping Up with the Joneses,2016-10-20,40000000,29900000,0.75,6.09,2122,105,"Action, Comedy",,,,,
Bad Moms,2016-07-28,20000000,183936074,9.2,6.491,4218,100,Comedy,,,,,
USS Indianapolis: Men of Courage,2016-09-22,40000000,2158568,0.05,5.868,650,128,"Action, War",,,,,
Ouija: Origin of Evil,2016-10-20,9000000,81831866,9.09,6.152,2593,99,Horror,,,,,
Deepwater Horizon,2016-09-28,110000000,121790376,1.11,6.893,4827,107,"Drama, Action",1.88,100.0,2016-04-06,,
Ballerina,2016-12-14,30000000,109573511,3.65,7.198,1970,89,"Animation, Adventure, Comedy, Family",43.02,100.0,2016-07-03,,
Personal Shopper,2016-12-14,6000000,1305195,0.22,5.925,1296,106,"Drama, Mystery, Thriller",,,,,
The Tuche Family: The American Dream,2016-02-03,8500000,35210425,4.14,5.566,1011,94,Comedy,,,,,
Nine Lives,2016-08-03,30000000,57814445,1.93,5.805,1125,87,"Fantasy, Comedy, Family",,,,,
The Magnificent Seven,2016-09-14,90000000,162400000,1.8,6.481,6303,132,"Adventure, Action, Western",,,,,
Blood Father,2016-08-11,13000000,6903033,0.53,6.171,1637,88,"Action, Thriller, Drama",,,,,
Kung Fu Panda 3,2016-01-23,145000000,521170825,3.59,6.9,6484,95,"Animation, Action, Adventure, Comedy, Family",11.39,100.0,2016-01-16,,
Bridget Jones's Baby,2016-09-14,35000000,211952420,6.06,6.41,3059,123,"Drama, Comedy, Romance",,,,,
The Great Wall,2016-12-16,150000000,331957105,2.21,6.026,5470,103,"Action, Adventure, Fantasy",5.9,100.0,2016-07-29,,
The Conjuring 2,2016-06-08,40000000,322819915,8.07,7.294,9061,134,Horror,,,,,
The Light Between Oceans,2016-09-02,20000000,25975621,1.3,7.1,1408,133,"Drama, Romance",,,,,
Fantastic Beasts and Where to Find Them,2016-11-16,180000000,809342332,4.5,7.308,19552,133,"Fantasy, Adventure",,,,40.16,100.0
Suicide Squad,2016-08-03,175000000,749200054,4.28,5.918,21920,122,"Action, Adventure, Fantasy",,,,44.47,100.0
Ben-Hur,2016-08-17,100000000,94061311,0.94,5.769,1762,125,"Action, History, Adventure, Drama",,,,,
Jack Reacher: Never Go Back,2016-10-19,60000000,162100000,2.7,6.005,5248,118,"Action, Thriller, Drama, Crime",,,,,
Allied,2016-11-23,106000000,119520023,1.13,6.803,4735,124,"Action, Drama, War, Romance, Thriller",,,,,
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016-02-18,20000000,38659039,1.93,6.157,708,103,"Action, Adventure, Drama",,,,,
Jackie,2016-12-02,9000000,13960394,1.55,6.5,2414,100,Drama,22.71,100.0,2016-10-28,,
Ghostbusters,2016-07-14,144000000,229147509,1.59,5.3,6721,117,"Action, Fantasy, Comedy",,,,,
Fences,2016-12-16,24000000,64400000,2.68,6.872,2772,139,Drama,,,,,
Lion,2016-11-24,12000000,140312928,11.69,8.041,6890,118,Drama,,,,,
X-Men: Apocalypse,2016-05-18,178000000,543934787,3.06,6.52,13618,144,"Action, Adventure, Science Fiction, Fantasy",,,,,
Now You See Me 2,2016-06-02,120000000,334897606,2.79,6.828,11416,129,"Thriller, Crime",,,,,
Demolition,2016-04-06,10000000,4366460,0.44,6.837,2443,101,"Comedy, Drama",,,,,
Café Society,2016-05-11,30000000,43763247,1.46,6.44,2793,97,"Comedy, Drama, Romance",,,,,
Collateral Beauty,2016-12-15,36000000,88528280,2.46,7.217,5517,97,"Drama, Romance",,,,,
The Choice,2016-02-04,10000000,23730891,2.37,7.193,1948,111,"Drama, Romance",,,,,
"Hail, Caesar!",2016-02-05,22000000,63647656,2.89,5.935,3958,106,"Comedy, Crime, Drama, Mystery, History",,,,,
Don't Breathe,2016-06-08,9900000,158906350,16.05,7.015,7863,89,"Horror, Thriller, Crime",,,,,
Trolls,2016-10-13,125000000,347337803,2.78,6.627,3774,92,"Family, Animation, Fantasy, Adventure, Comedy, Music",,,,,
Colonia,2016-02-12,14000000,3621046,0.26,7.256,1969,106,"Drama, History",,,,,
Miss Sloane,2016-11-25,13000000,9101546,0.7,7.409,1946,133,"Thriller, Drama, Crime",,,,,
Alice Through the Looking Glass,2016-05-25,170000000,299457024,1.76,6.561,6726,113,"Adventure, Family, Fantasy",1.72,100.0,2015-12-26,,
Sing,2016-11-23,75000000,634151679,8.46,7.122,8351,108,"Family, Comedy, Music, Animation",18.76,100.0,2016-05-24,,
The BFG,2016-06-01,140000000,195243411,1.39,6.285,3583,117,"Adventure, Family, Fantasy",,,,,
The Legend of Tarzan,2016-06-29,180000000,356743061,1.98,5.915,6446,109,"Fantasy, Action, Adventure",,,,,
Miss Peregrine's Home for Peculiar Children,2016-09-28,110000000,296482446,2.7,6.837,10392,127,"Fantasy, Adventure, Drama, Family",1.97,100.0,2016-07-17,,
Denial,2016-09-30,10000000,7994527,0.8,6.835,685,109,"Drama, History",,,,15.48,100.0
Morgan,2016-09-01,8000000,8810591,1.1,5.812,1574,92,"Horror, Science Fiction, Thriller",,,,,
Inferno,2016-10-13,75000000,220021259,2.93,6.087,6557,122,"Mystery, Thriller, Action",,,,,
How to Be Single,2016-02-08,38000000,112343513,2.96,6.257,3323,110,"Comedy, Romance",,,,,
Patriots Day,2016-12-12,45000000,50548152,1.12,7.067,2802,133,"Action, Crime, Drama, History, Thriller",,,,,
Snowden,2016-09-15,40000000,37357216,0.93,7.108,4586,135,"Drama, History, Crime, Thriller",,,,48.61,100.0
The Shallows,2016-06-24,17000000,119100758,7.01,6.35,5274,86,"Horror, Drama, Thriller",5.04,100.0,2016-03-19,,
10 Cloverfield Lane,2016-03-10,15000000,110216998,7.35,6.998,8537,104,"Thriller, Science Fiction, Drama, Horror",,,,,
Paterson,2016-11-17,5000000,2152738,0.43,7.112,2030,118,"Drama, Comedy, Romance",2.26,100.0,2016-11-17,,
Mike and Dave Need Wedding Dates,2016-07-07,33000000,77100000,2.34,6.046,2579,98,Comedy,,,,,
Rogue One: A Star Wars Story,2016-12-14,200000000,1056057273,5.28,7.504,16194,133,"Action, Adventure, Science Fiction",,,,,
The Autopsy of Jane Doe,2016-12-21,4000000,6170043,1.54,6.831,4631,86,"Horror, Mystery",,,,,
Coco,2017-10-27,175000000,814641172,4.66,8.199,20720,105,"Family, Animation, Music, Adventure",57.96,100.0,2017-09-02,,
Spider-Man: Homecoming,2017-07-05,175000000,880978185,5.03,7.329,22916,133,"Action, Adventure, Science Fiction",,,,34.03,100.0
Split,2017-01-19,9000000,278454358,30.94,7.342,18161,117,"Horror, Thriller",32.84,100.0,2017-01-14,45.22,100.0
Wonder Woman,2017-05-30,149000000,823970682,5.53,7.209,20743,141,"Action, Adventure, Fantasy",21.62,100.0,2017-05-30,42.16,100.0
Guardians of the Galaxy Vol. 2,2017-04-19,200000000,863756051,4.32,7.609,22704,137,"Science Fiction, Adventure, Action",1.32,100.0,2017-04-17,,
Blade Runner 2049,2017-10-04,150000000,259239658,1.73,7.589,14856,164,"Science Fiction, Drama",4.43,100.0,2017-10-04,39.16,100.0
Baby Driver,2017-06-28,34000000,226945087,6.67,7.442,16631,113,"Action, Crime",7.77,100.0,2017-06-28,23.13,100.0
Get Out,2017-02-24,4500000,255407969,56.76,7.622,18623,104,"Mystery, Thriller, Horror",32.95,100.0,2017-02-24,41.48,100.0
It,2017-09-06,35000000,719766009,20.56,7.239,20130,135,"Horror, Thriller, Drama",67.94,100.0,2017-05-06,85.48,100.0
The Wall,2017-05-12,3000000,4500000,1.5,6.398,1029,90,"War, Thriller, Drama, Action",,,,,
The Foreigner,2017-09-28,35000000,145374099,4.15,6.973,2872,113,"Action, Thriller, Crime",,,,,
Ferdinand,2017-12-09,111000000,295038508,2.66,7.216,3044,108,"Animation, Family, Adventure, Comedy",,,,,
Cars 3,2017-06-15,175000000,383925276,2.19,6.852,6303,102,"Animation, Adventure, Comedy, Drama, Family",,,,,
What Happened to Monday,2017-08-18,20000000,27975429,1.4,7.148,6371,123,"Science Fiction, Thriller, Mystery, Action",,,,,
John Wick: Chapter 2,2017-02-08,40000000,171539887,4.29,7.337,14039,122,"Action, Thriller, Crime",,,,3.45,100.0
Captain Underpants: The First Epic Movie,2017-06-01,38000000,125427681,3.3,6.281,1332,89,"Family, Comedy, Animation, Science Fiction, Action",,,,,
Logan,2017-02-28,97000000,619021436,6.38,7.818,20191,137,"Action, Drama, Science Fiction",,,,,
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,230000000,795922298,3.46,6.653,12664,129,"Adventure, Action, Fantasy",,,,,
The Post,2017-12-22,50000000,179769467,3.6,7.001,4842,116,"Drama, History",,,,61.28,100.0
Call Me by Your Name,2017-10-01,3500000,43143046,12.33,8.095,12625,132,"Romance, Drama",,,,,
Beauty and the Beast,2017-03-16,160000000,1266115964,7.91,6.968,15932,129,"Family, Fantasy, Romance",,,,,
Kong: Skull Island,2017-03-08,185000000,566652812,3.06,6.551,11004,118,"Action, Adventure, Fantasy",,,,,
The Man with the Iron Heart,2017-05-25,32679734,4412639,0.14,6.548,815,120,"War, Action, History, Thriller",0.55,100.0,2017-02-09,,
Alibi.com,2017-02-15,7546570,29370592,3.89,6.466,1747,90,"Comedy, Family",,,,,
Professor Marston and the Wonder Women,2017-10-13,7000000,1600000,0.23,7.2,920,108,"Drama, Romance",,,,,
Thor: Ragnarok,2017-10-02,180000000,855301806,4.75,7.581,21780,131,"Action, Adventure, Science Fiction, Comedy",7.49,100.0,2017-04-11,29.66,100.0
Annabelle: Creation,2017-08-03,15000000,306592201,20.44,6.605,5936,110,Horror,,,,,
Justice League,2017-11-15,300000000,661326987,2.2,6.07,13542,120,"Action, Adventure, Science Fiction",9.29,100.0,2017-11-15,33.39,100.0
xXx: Return of Xander Cage,2017-01-13,85000000,346118277,4.07,6.132,9181,107,"Action, Adventure, Crime",,,,10.03,100.0
Kingsman: The Golden Circle,2017-09-20,104000000,410902662,3.95,6.948,11005,141,"Action, Adventure, Comedy, Crime",,,,23.32,100.0
Lady Bird,2017-09-01,10000000,79000000,7.9,7.252,8926,94,"Drama, Comedy",,,,,
Alien: Covenant,2017-05-09,97000000,240891763,2.48,6.169,9278,122,"Horror, Science Fiction",13.73,100.0,2016-12-25,37.75,100.0
The Shack,2017-03-02,20000000,96942115,4.85,7.493,2224,132,"Drama, Family",2.38,100.0,2016-09-15,8.97,100.0
Murder on the Orient Express,2017-11-03,55000000,352800000,6.41,6.7,10430,114,"Mystery, Drama, Crime",1.15,100.0,2017-06-01,40.9,100.0
The Fate of the Furious,2017-04-12,250000000,1236000000,4.94,6.856,10722,136,"Action, Crime, Thriller",1.82,100.0,2016-12-12,,
The Endless,2017-11-05,1000000,956425,0.96,6.331,1249,112,"Science Fiction, Horror, Thriller",,,,,
All I See Is You,2017-08-10,30000000,646946,0.02,5.2,612,110,"Mystery, Thriller, Drama",,,,,
Only the Brave,2017-09-22,38000000,25754775,0.68,7.459,1808,133,"Drama, Action",,,,,
Ghost in the Shell,2017-03-29,110000000,169801921,1.54,6.106,8458,107,"Science Fiction, Drama, Action",,,,,
Valerian and the City of a Thousand Planets,2017-07-19,177200000,225973340,1.28,6.628,7887,137,"Adventure, Science Fiction, Action",,,,3.12,100.0
mother!,2017-09-13,30000000,44516999,1.48,6.96,7015,121,"Horror, Drama",47.62,100.0,2017-05-14,,
Raw,2017-03-10,3500000,4100000,1.17,7.024,3368,98,"Horror, Drama",55.94,100.0,2016-09-16,47.97,100.0
Along with the Gods: The Two Worlds,2017-12-20,18300000,125983972,6.88,8.0,1167,139,"Action, Adventure, Drama, Fantasy, Thriller",,,,,
War for the Planet of the Apes,2017-07-11,150000000,490719763,3.27,7.217,9598,140,"Drama, Science Fiction, War",0.55,100.0,2017-06-26,,
Fifty Shades Darker,2017-02-08,55000000,381545846,6.94,6.473,7887,118,"Drama, Romance",,,,42.93,100.0
The Invisible Guest,2017-01-06,4000000,30000000,7.5,8.087,4890,107,"Drama, Mystery, Thriller",,,,,
Stronger,2017-09-22,30000000,8484418,0.28,6.971,1555,119,Drama,,,,72.97,100.0
The Hitman's Bodyguard,2017-08-16,30000000,176586701,5.89,6.893,6570,118,"Action, Comedy, Crime, Thriller",1.3,100.0,2017-04-13,29.25,100.0
The Greatest Showman,2017-12-20,84000000,459066134,5.47,7.866,9940,105,Drama,8.49,100.0,2017-12-15,36.22,100.0
Sleepless,2017-01-12,30000000,32540674,1.08,5.918,1311,95,"Action, Crime, Thriller",3.23,100.0,2016-10-29,29.69,100.0
Star Wars: The Last Jedi,2017-12-13,300000000,1332698830,4.44,6.757,16134,152,"Adventure, Action, Science Fiction",4.34,100.0,2017-12-13,33.62,100.0
See You Up There,2017-10-25,23000000,15100000,0.66,7.826,1345,113,"Drama, Crime, War",1.03,100.0,2017-06-21,,
Bad Genius,2017-05-03,1839169,42350000,23.03,7.862,839,130,"Drama, Crime, Thriller, Comedy",,,,,
Jigsaw,2017-10-25,10000000,104223315,10.42,6.217,3907,91,"Horror, Mystery",17.91,100.0,2017-10-25,42.59,100.0
Transformers: The Last Knight,2017-06-16,217000000,605425157,2.79,6.051,6622,154,"Action, Adventure, Science Fiction",4.2,100.0,2017-06-16,35.48,100.0
C'est la vie!,2017-10-04,17200000,23800000,1.38,7.015,1562,115,Comedy,20.46,100.0,2017-04-09,31.81,100.0
Marrowbone,2017-10-27,8000000,12294931,1.54,7.287,1791,111,"Thriller, Horror, Mystery",,,,,
T2 Trainspotting,2017-01-27,18000000,41681746,2.32,6.942,3307,117,"Drama, Comedy, Crime",0.97,100.0,2016-11-03,25.56,100.0
Dunkirk,2017-07-19,150000000,527000000,3.51,7.448,17363,107,"War, Action, Drama",7.72,100.0,2017-07-19,44.41,100.0
Phantom Thread,2017-12-25,35000000,47756590,1.36,7.313,3734,130,"Drama, Romance",,,,4.78,100.0
Geostorm,2017-10-12,120000000,221600160,1.85,6.111,5084,109,"Action, Science Fiction, Thriller",5.54,100.0,2017-10-09,37.88,100.0
Hostiles,2017-12-22,55000000,36976336,0.67,6.948,2465,134,"Drama, Western, History, Adventure",,,,,
Atomic Blonde,2017-07-26,30000000,100014025,3.33,6.434,6550,115,"Action, Adventure, Thriller",,,,,
American Assassin,2017-07-14,33000000,67200000,2.04,6.418,3199,112,"Action, Adventure, Thriller",1.98,100.0,2017-04-18,,
A Taxi Driver,2017-08-02,12820005,81927980,6.39,8.029,1125,138,"Action, Drama, History",,,,,
The Florida Project,2017-10-06,2000000,11303040,5.65,7.428,3039,112,Drama,,,,,
A Ghost Story,2017-04-24,100000,1929659,19.3,7.076,2461,93,"Drama, Fantasy, Mystery, Romance",0.55,100.0,2017-02-04,,
Loving Vincent,2017-06-22,5500000,42187665,7.67,7.987,2576,95,"Animation, Drama, History",,,,,
Wind River,2017-08-03,11000000,44998252,4.09,7.434,5671,107,"Crime, Mystery, Drama, Thriller",0.55,100.0,2017-05-22,3.12,100.0
Baywatch,2017-05-25,69000000,177900000,2.58,6.084,8433,116,"Comedy, Action, Crime",,,,,
Life,2017-03-22,58000000,100541806,1.73,6.449,7820,104,"Horror, Science Fiction, Mystery",69.13,100.0,2017-02-10,80.22,100.0
The Emoji Movie,2017-07-23,50000000,216909830,4.34,5.398,3274,86,"Animation, Family, Comedy",,,,,
Kidnap,2017-08-03,21000000,30718107,1.46,6.237,1331,95,"Action, Thriller",8.77,100.0,2017-06-04,21.09,100.0
Snatched,2017-05-03,42000000,60800000,1.45,5.347,823,90,"Action, Comedy",0.55,100.0,2016-12-07,8.69,100.0
Darkest Hour,2017-11-22,30000000,150847207,5.03,7.356,5450,125,"Drama, History",0.74,100.0,2017-09-08,,
The Lego Batman Movie,2017-02-08,80000000,311950384,3.9,7.236,5323,104,"Animation, Action, Comedy, Family",3.36,100.0,2017-02-05,34.79,100.0
Wonder,2017-11-13,20000000,315025930,15.75,8.107,8183,113,"Family, Drama",26.35,100.0,2017-06-15,61.45,100.0
Avengers: Infinity War,2018-04-25,300000000,2052415039,6.84,8.234,31570,149,"Adventure, Action, Science Fiction",10.37,100.0,2018-04-25,36.29,100.0
Spider-Man: Into the Spider-Verse,2018-12-06,90000000,394884133,4.39,8.394,16938,117,"Animation, Action, Adventure, Science Fiction",,,,3.12,100.0
Aquaman,2018-12-07,160000000,1152028393,7.2,6.867,14765,143,"Action, Adventure, Fantasy",22.17,100.0,2018-07-22,51.88,100.0
Incredibles 2,2018-06-14,200000000,1243225667,6.22,7.454,13539,118,"Action, Adventure, Animation, Family",,,,,
Green Book,2018-11-16,23000000,321752656,13.99,8.223,12647,130,"Drama, Comedy, History",,,,32.94,100.0
Venom,2018-09-28,116000000,856085151,7.38,6.826,17054,112,"Science Fiction, Action",15.77,100.0,2018-04-24,45.26,100.0
The Predator,2018-09-05,88000000,160542134,1.82,5.625,5060,107,"Science Fiction, Action, Thriller",,,,25.0,100.0
Fifty Shades Freed,2018-01-17,55000000,371985018,6.76,6.675,8300,105,"Drama, Romance",,,,31.72,100.0
The Grinch,2018-11-08,75000000,508600000,6.78,6.874,4392,85,"Family, Comedy, Animation",,,,37.61,100.0
