ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
11,The Nun,5.902,2018-09-05,en,tt5814060,"Horror, Mystery, Thriller","When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order's unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in 'The Conjuring 2,' as the abbey becomes a horrific battleground between the living and the damned.","$117,481,222",366082797
12,Alien: Romulus,7.167,2024-08-13,en,tt18412256,"Horror, Sci-Fi, Thriller","While scavenging the deep ends of a derelict space station, a group of young space colonists come face to face with the most terrifying life form in the universe.","$105,313,091",350865342
13,A Quiet Place,7.393,2018-04-03,en,tt6644200,"Drama, Horror, Sci-Fi","In a devastated Earth overrun by invincible predators of a possible extraterrestrial origin, the Abbotts find themselves struggling to survive in the isolation of upstate New York, defined by a new era of utter silence. Indeed, as this new type of invader is attracted to noise, even the slightest of sounds can be deadly; however, it's been already twelve months since the powerful monsters' first sightings, and this resilient family still stands strong. Of course, learning the rules of survival in this muted dystopia is essential; nevertheless, now, of all times, an otherwise joyous event puts in jeopardy the already fragile stability. And now, more than ever, the Abbotts must not make a sound.","$188,024,361",340955294
14,Black Swan,7.686,2010-12-03,en,tt0947798,"Drama, Thriller","Nina (Portman) is a ballerina in a New York City ballet company whose life, like all those in her profession, is completely consumed with dance. She lives with her obsessive former ballerina mother Erica (Hershey) who exerts a suffocating control over her. When artistic director Thomas Leroy (Cassel) decides to replace prima ballerina Beth MacIntyre (Ryder) for the opening production of their new season, Swan Lake, Nina is his first choice. But Nina has competition: a new dancer, Lily (Kunis), who impresses Leroy as well. Swan Lake requires a dancer who can play both the White Swan with innocence and grace, and the Black Swan, who represents guile and sensuality. Nina fits the White Swan role perfectly but Lily is the personification of the Black Swan. As the two young dancers expand their rivalry into a twisted friendship, Nina begins to get more in touch with her dark side - a recklessness that threatens to destroy her.","$107,770,258",329398046
15,The Conjuring 2,7.294,2016-06-08,en,tt3065204,"Horror, Mystery, Thriller","In 1977, paranormal investigators Ed and Lorraine Warren travel to London, England, where single mother Peggy Hodgson believes that something evil is in her home. When Peggy's youngest daughter starts showing signs of demonic possession, Ed and Lorraine attempt to help the besieged girl, only to find themselves targeted by the malicious spirits.","$102,516,140",322819915
16,The Conjuring,7.537,2013-07-18,en,tt1457767,"Horror, Mystery, Thriller","In 1971, Carolyn and Roger Perron move their family into a dilapidated Rhode Island farm house and soon strange things start happening around it with escalating nightmarish terror. In desperation, Carolyn contacts the noted paranormal investigators, Ed and Lorraine Warren, to examine the house. What the Warrens discover is a whole area steeped in a satanic haunting that is now targeting the Perron family wherever they go. To stop this evil, the Warrens will have to call upon all their skills and spiritual strength to defeat this spectral menace at its source that threatens to destroy everyone involved.","$137,446,368",321293998
17,Final Destination Bloodlines,7.058,2025-05-14,en,tt9619824,"Horror, Thriller","Plagued by a recurring violent nightmare, a college student returns home to find the one person who can break the cycle and save her family from the horrific fate that inevitably awaits them.","$138,254,739",317854739
18,Resident Evil: The Final Chapter,6.094,2016-12-23,en,tt2592614,"Action, Horror, Sci-Fi","Picking up immediately after the events in Resident Evil: Retribution, Alice (Milla Jovovich) is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.","$26,830,068",312242626
19,Annabelle: Creation,6.605,2017-08-03,en,tt5140878,"Horror, Mystery, Thriller","The manufacturer of dolls Samuel Mullins is a happy family man with his wife Esther and their daughter Bee, who dies after being hit by a car. Twelve years later, Samuel and his wife, Esther, welcomes a nun and six orphaned girls to his home. He tells that only a locked room (that belonged to Bee) and Esther's room would be off limits for the girls. The crippled girl, Janice, manages to sneak in Bee's room during the night and finds a doll locked inside a closet. After she plays in the room, she is haunted by an evil force. What has Janice unleashed in Bee's room?","$102,092,201",306592201
20,Van Helsing,6.392,2004-05-03,en,tt0338526,"Action, Adventure, Fantasy","Van Helsing is in the world to rid all evil, even if not everyone agrees with him. The Vatican sends the monster hunter and his ally, Carl, to Transylvania. They have been sent to this land to stop the powerful Count Dracula. Whilst there they join forces with a Gypsy Princess called Anna Valerious, who is determined to end an ancient curse on her family by destroying the vampire. They just don't know how!","$120,177,084",300257475
21,Resident Evil: Afterlife,6.052,2010-09-01,en,tt1220634,"Action, Horror, Sci-Fi","In a world ravaged by a virus infection, turning its victims into the Undead, Alice (Jovovich), continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.","$60,128,566",300228084
22,A Quiet Place Part II,7.439,2021-05-21,en,tt8332922,"Drama, Horror, Sci-Fi","With the newly acquired knowledge of the seemingly invulnerable creatures' weakness, grief-stricken Evelyn Abbott finds herself on her own, with two young teens, a defenceless newborn son, and with no place to hide. Now, 474 days after the all-out alien attack in A Quiet Place (2018), the Abbotts summon up every last ounce of courage to leave their now-burned-to-the-ground farm and embark on a peril-laden quest to find civilization. With this in mind, determined to expand beyond the boundaries, the resilient survivors have no other choice but to venture into eerily quiet, uncharted hostile territory, hoping for a miracle. But, this time, the enemy is everywhere.","$160,072,261",297372261
23,Five Nights at Freddy's,7.335,2023-10-25,en,tt4589218,"Horror, Mystery, Thriller","Set in a pizzaria by the name of ""Freddy Fazzbears Pizza"", A man named Mike Schmidt takes the job of a night guard and must survive the attacks from the mysterious animatronic mascots including the main star, Freddy Fazbear himself. Based of the video game series, Five Night's at Freddy's by Scott Cawthon.","$137,275,620",297242145
24,What Lies Beneath,6.428,2000-07-21,en,tt0161081,"Drama, Horror, Mystery","Norman Spencer, a university research scientist, is growing more and more concerned about his wife, Claire, a retired concert cellist who a year ago was involved in a serious auto accident, and who has just sent off her daughter Caitlin (Norman's stepdaughter) to college. Now, Claire reports hearing voices and witnessing eerie occurrences in and around their lakeside Vermont home, including seeing the face of a young woman reflected in water. An increasingly frightened Claire thinks the phenomena have something to do with the couple living next door, especially since the wife has disappeared without apparent explanation. At her husband's urging, Claire starts to see a therapist; she tells him she thinks the house is being haunted by a ghost. His advice? Try to make contact. Enlisting the help of her best friend, Jody, and a ouija board, Claire seeks to find out the truth of What Lies Beneath.","$155,464,351",291420351
25,Split,7.342,2017-01-19,en,tt4972582,"Horror, Thriller","Though Kevin (James McAvoy) has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher (Betty Buckley), there remains one still submerged who is set to materialize and dominate all of the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him -- as well as everyone around him -- as the walls between his compartments shatter.","$138,291,365",278454358
26,The Nun II,6.648,2023-09-06,en,tt10160976,"Horror, Mystery, Thriller","1956 in France, a priest is horribly murdered. An evil is spreading. Once again, Sister Irene comes face-to-face with Valak, the demon nun.","$86,267,073",269670590
27,Weapons,7.274,2025-08-04,en,tt26581740,"Horror, Mystery","When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.","$151,572,492",269072492
28,A Quiet Place: Day One,6.659,2024-06-26,en,tt13433802,"Drama, Horror, Sci-Fi",A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,"$139,051,884",261907653
29,Halloween,6.564,2018-10-18,en,tt1502407,"Crime, Drama, Horror","Jamie Lee Curtis returns to her iconic role as Laurie Strode, who comes to her final confrontation with Michael Myers (Nick Castle and James Jude Courtney), the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.","$159,342,015",259939869
30,Annabelle,5.787,2014-10-01,en,tt3322940,"Horror, Mystery, Thriller","John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.","$84,284,252",257589952
31,Us,6.952,2019-03-14,en,tt6857112,"Horror, Mystery, Thriller","In order to get away from their busy lives, the Wilson family takes a vacation to Santa Cruz, California with the plan of spending time with their friends, the Tyler family. On a day at the beach, their young son Jason almost wanders off, causing his mother Adelaide to become protective of her family. That night, four mysterious people break into Adelaide's childhood home where they're staying. The family is shocked to find out that the intruders look like them, only with grotesque appearances.","$175,084,580",256071218
32,Get Out,7.621,2017-02-24,en,tt5052448,"Horror, Mystery, Thriller","Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","$176,196,665",255407969
33,The Ring,6.695,2002-10-18,en,tt0298130,"Horror, Mystery","Rachel Keller is a journalist investigating a videotape that may have killed four teenagers (including her niece). There is an urban legend about this tape: the viewer will die seven days after watching it. If the legend is correct, Rachel will have to run against time to save her son's and her own life.","$129,128,133",249348933
34,Alien: Covenant,6.169,2017-05-09,en,tt2316204,"Horror, Sci-Fi, Thriller","In 2104, almost eleven years after the disastrous expedition to the distant moon, LV-223, in Prometheus (2012), the deep-space colonisation vessel, USCSS Covenant, is on course for the remote planet, Origae-6, with more than 2,000 colonists in cryogenic hibernation to build a new world. Instead, a rogue transmission entices the crew to a nearby habitable planet which resembles Earth. As a result, the unsuspecting crewmembers of the Covenant will have to cope with biological foes beyond human comprehension. Now, what started as a peaceful exploratory mission, will soon turn into a desperate rescue operation in uncharted space. Is there an escape from the treacherous, mysterious planet?","$74,262,031",240891763
35,Resident Evil: Retribution,5.832,2012-09-12,en,tt1855325,"Action, Horror, Sci-Fi","Alice awakes at home with her daughter Becky and her husband. But soon she realizes that she is actually in an Umbrella Corporation's underground facility. Out of the blue, the computer security system shuts-down and Alice flees to the central control room of the facility. She meets Ada Wong, who works with Albert Wesker, and she learns that a five-man team has been sent by Wesker to rescue them. However, the Red Queen sends Jill Valentine and Rain to hunt them down.","$42,345,531",240159255
36,Five Nights at Freddy's 2,6.686,2025-12-03,en,tt30274401,"Horror, Mystery, Thriller","One year after the supernatural nightmare at Freddy Fazbear's Pizza, Abby runs away to reconnect with her animatronic friends, uncovering dark secrets about the true origins of Freddy's and unleashing a horror hidden for decades.","$127,730,290",239502619
37,Annabelle Comes Home,6.408,2019-06-26,en,tt8350360,"Horror, Mystery, Thriller","Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her ""safely"" behind sacred glass and enlisting a priest's holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target--the Warrens' ten-year-old daughter, Judy, and her friends.","$74,152,591",231252591
38,Constantine,7.12,2005-02-08,en,tt0360486,"Action, Fantasy, Horror","John Constantine is approached by Det. Angela Dodson who needs his help to prove that her twin sister Isabel's death was not a suicide. The dead woman was a devout Catholic and Angela refuses to accept she would have taken her own life. She's asked Constantine for help because he has a reputation for dealing with the mystical. In fact, he is a demon hunter whose sole purpose on Earth is to send demons back to the nether regions. John himself has been to Hell and knows that he is destined to return there on his death - but hopes his good deeds may find him a place in Heaven. As he looks into Isabel's death, he realizes demons are trying to break through to the human world, and his battles lead him into a direct conflict with Satan.","$75,976,178",230900000
39,Hansel & Gretel: Witch Hunters,6.096,2013-01-17,en,tt1428538,"Action, Fantasy, Horror","Siblings Hansel and Gretel are left alone in the woods by their father and captured by a dark witch in a candy house, but they kill the witch and escape. Years later, the orphans have become famous witch hunters. When 11 children go missing in a small village, the Mayor summons Hansel and Gretel to rescue them, and they save red-haired Mina from the local sheriff who wants to burn her for being a witch. Soon they discover that the Blood Moon will approach in three days and that powerful dark witch Muriel is responsible for all the abductions; she intends to use the children with a secret ingredient in a broth that will protect the coven of witches against the fire. Meanwhile, Hansel and Gretel discover secrets about their parents.","$55,703,475",226349749
40,Smile,6.664,2022-09-23,en,tt15474916,"Horror, Mystery, Thriller","After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.","$105,935,048",217408513
41,Dracula Untold,6.451,2014-10-01,en,tt0829150,"Action, Drama, Fantasy","At the turn of the century, the young lord Vlad and his family live a peaceful life ruling over their small kingdom, but when a Turk warlord demands from Vlad a thousand boys and his son to create an army Vlad seeks a terrible power that will allow him to protect his kingdom and family from the Turks at a terrible cost.","$56,280,355",217124280
42,The Others,7.617,2001-08-02,en,tt0230600,"Horror, Mystery, Thriller","A woman named Grace retires with her two children to a mansion on Jersey, towards the end of the Second World War, where she's waiting for her husband to come back from battle. The children have a disease which means they cannot be touched by direct sunlight without being hurt in some way. They will live alone there with oppressive, strange and almost religious rules, until she needs to hire a group of servants for them. Their arrival will accidentally begin to break the rules with unexpected consequences.","$96,578,502",210002906
43,Red Dragon,7.038,2002-10-02,en,tt0289765,"Crime, Drama, Thriller","After escaping death by the skin of his teeth while on the hunt for the elusive madman, Dr Hannibal Lecter, the now-retired and emotionally scarred FBI agent, Will Graham, finds himself back in action. Reluctantly, as yet another monstrous serial killer known as ""The Tooth Fairy"" terrorises Baltimore, Graham turns to Lecter, the evil mastermind who's been under lock and key for three long years, to lend a hand in this challenging and time-sensitive case. But, to delve deep into the demented mind of a killer, one must first face his inner demons, and Will already knows that his insane imprisoned assistant is a gifted manipulator. Can Graham find the horrifying Red Dragon in time before another family suffers?","$93,149,898",209196298
44,Paranormal Activity 3,5.908,2011-10-19,en,tt1778304,"Horror, Mystery, Thriller","In 1988, in California, cinematographer Dennis moves to the house of his girlfriend Julie to raise a family with her daughters Katie and Kristi. Little Kristi has an imaginary friend named Toby while weird things happen in the house. Dennis decides to place cameras in the house to capture images during the night and soon he finds that there is an entity in the house. Dennis's friend Randy Rosen (Dustin Ingram) researches the events and learns that his house might be a coven of witches and the children may be in danger.","$104,028,807",207039844
45,The Conjuring: The Devil Made Me Do It,7.361,2021-05-25,en,tt7069210,"Horror, Mystery, Thriller","A chilling story of terror, murder and unknown evil that shocked even experienced real-life paranormal investigators Ed and Lorraine Warren. One of the most sensational cases from their files, it starts with a fight for the soul of a young boy, then takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.","$65,631,050",206444123
46,Paranormal Activity,6.043,2007-09-14,en,tt1179904,"Horror, Mystery","After a young, middle class couple moves into a suburban 'starter' tract house, they become increasingly disturbed by a presence that may or may not be somehow demonic but is certainly most active in the middle of the night. Especially when they sleep. Or try to.","$107,918,810",193355800
47,Army of the Dead,6.216,2021-05-14,en,tt0993840,"Action, Adventure, Crime","With the abandoned, walled city of Las Vegas overrun with zombies, after a disastrous government fault, billionaire casino magnate Bly Tanaka realises he has left something behind in Sin City: $200 million to be more precise. But for the time being, his mountains of cash are safe behind an impenetrable casino vault. Now, Tanaka is willing to pay $50 million to decorated former mercenary Scott Ward and his hand-picked team to retrieve the money before the US President nukes the entire city. Indeed, this is a life-changing offer Scott cannot refuse; nevertheless, the rules have changed, and this time, the horde of the walking undead seems to be more organised than they might have expected. And, above all, time is running out. Will Ward's crew return from Vegas in one piece and rich?",,190700000
48,Insidious: The Red Door,6.518,2023-07-05,en,tt13405778,"Horror, Mystery, Thriller",The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,"$82,156,962",189086877
49,The Final Destination,5.617,2009-08-26,en,tt1144884,"Horror, Thriller","While watching a car race at McKinley Speedway, Nick O'Bannon has a premonition of a car crash that will result in many casualties, including several people that are in the audience. Nick convinces his girlfriend Lori, along with his friends Hunt and Janet to leave. A security guard named George Lanter, along with a racist named Carter, a mother and her two sons, and several other people follow Nick out. Shortly after they leave, Nick's premonition comes true. When survivors start dying, Nick, his friends, and George must try to find the remaining survivors and save them from Death before it is too late.","$66,477,700",187384627
50,The Grudge,5.924,2004-10-22,en,tt0391198,"Horror, Mystery, Thriller","Karen Davis, an American Nurse, moves to Tokyo and encounters a supernatural spirit who is vengeful and often possesses its victims. A series of horrifying and mysterious deaths start to occur, with the spirit passing its curse onto each victim. Karen must now find a way to break this spell, before she becomes its next victim.","$110,359,362",183474602
51,M3GAN,7.034,2022-12-28,en,tt8760708,"Horror, Sci-Fi, Thriller","When robotics engineer Gemma becomes the guardian of her orphaned niece, Cady, she thinks her new invention, a robotic AI, will be a good companion. However, M3GAN begins to behave in unexpected and shocking ways.","$95,159,005",181796517
52,Nosferatu,6.707,2024-12-25,en,tt5040012,"Fantasy, Horror, Mystery","A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.","$95,608,235",181764515
53,Paranormal Activity 2,5.788,2010-10-20,en,tt1536044,"Horror, Mystery","Daniel Rey along with his wife, Kristi; daughter, Ali; toddler son, Hunter, and their dog, move to Carlsbad, California. A few days later their residence is broken into, however, nothing appears to be missing. In order to prevent re-occurrences, they install a number of security cameras that will record everything on a DVR. After they hire a Spanish-speaking nanny to look after Hunter, she informs them that there is something wrong in their house and performs prayers, much to the chagrin of Daniel, who lets her go. He will subsequently regret this decision as more inexplicable and strange incidents occur, with Ali concluding, after a research, that their house may be possessed by a demonic entity.","$84,752,907",177512032
54,AVP: Alien vs. Predator,5.944,2004-08-12,en,tt0370263,"Action, Adventure, Horror","When a private satellite encounters an unidentified source of heat in Antarctica and it is found to be a pyramid buried deep underground , a search team comprising of top-of-the-line archaeologists and engineers is sent to Antarctica to find out more . Once there , the team comes across signs which indicate that the place is inhabited by an unknown alien species . It is not long before the aliens begin to hunt the team members . At the same time , a trio of coming-of-age Predators have arrived to collect the skulls of the aliens as trophies , and the humans are caught between a deadly battle between the two warring species .","$80,282,231",177427090
55,Insidious: The Last Key,6.255,2018-01-03,en,tt5726086,"Horror, Mystery, Thriller","The parapsychologist Dr. Elise Rainier has nightmares with her childhood in New Mexico, where she lived with her brother Christian, her supportive mother Audrey and her father Gerald, who frequently beats her when she claims that she sees ghosts everywhere in the house. When the client Ted Garza calls Elise to ask for help since he is haunted since he moved to a house in New Mexico, Elise refuses the request since the address is the same house where she spent her childhood. However she changes her mind and accepts the job, and travels with her assistants Specs and Tucker to New Mexico where they will discover an evil entity in the house.","$67,745,330",172811971
56,Nope,6.822,2022-07-20,en,tt10954984,"Horror, Mystery, Sci-Fi",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling phenomenon.,"$123,277,080",171932082
57,Scream VI,7.0,2023-03-08,en,tt17663992,"Horror, Mystery, Thriller","After surviving the latest Woodsboro murders, a group of teens move to New York City, hoping for a fresh start, only to find a new killer picking up where the last Ghostface killer left off.","$108,391,107",169063850
58,Saw III,6.4,2006-10-26,en,tt0489270,"Horror, Mystery, Thriller","Jeff is an anguished man who grieves and misses his son that was killed by a drunk driver in a car accident. He has become obsessed for revenge against the drunk driver, judge, and only witness who refused to testify; he has also become neglectful of his daughter. Lynn Denlon is a skilled surgeon that is cheating on her husband and suffering from depression. Both are abducted and brought to Jigsaw's warehouse, where they must play two separate games: Jeff must choose whether to save or let the people he holds responsible for the death of his son die, while Lynn must keep Jigsaw alive until Jeff completes his tests, or face the deadly consequences.","$80,238,724",164874275
59,Insidious: Chapter 2,6.68,2013-09-12,en,tt2226417,"Horror, Mystery, Thriller","Renai is interrogated by a police detective about the supernatural events in the house. While the police investigate the house, the Lambert family temporarily moves to the old house of Lorraine Lambert. Renai is haunted by a woman in white and Josh has a strange behavior at home. Meanwhile Lorraine seeks out Elise's partners Specs and Tucker expecting to find answers.","$83,586,447",161921515
60,Scream 3,6.0,2000-02-04,en,tt0134084,"Horror, Mystery","A new film is currently in production, and a killer is on the loose. The murders draw a reporter, ex-cop, and young woman to the set of the movie inspired by their life. They soon find out that they are dealing with a trilogy, and in a trilogy...anything can happen.","$89,143,175",161838076
61,The Ring Two,5.751,2005-03-10,en,tt0377109,"Horror, Mystery","A high school student named Jake tries to make his girlfriend Emily watch a cursed tape. But then Jake finds out that Emily covered her eyes and didn't watch the tape, and then Jake is killed by Samara Morgan (from the first The Ring movie). Rachel Keller learns of Jake's death and finds his twisted body in the back of an ambulance. Rachel then realizes she once again has to save her son Aidan from Samara the evil ghost child.","$76,231,249",161451538
62,The Black Phone,7.535,2022-06-16,en,tt7144666,"Horror, Mystery, Thriller","Finney Shaw is a shy but clever 13-year-old boy who is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of no use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer's previous victims. And they are dead-set on making sure that what happened to them doesn't happen to Finney.","$90,123,230",161441914
63,Underworld: Awakening,6.333,2012-01-19,en,tt1496025,"Action, Fantasy, Thriller","Mankind discover the existence of the Vampire and Lycan species and begin a war to annihilate the races. When Selene meets with Michael, they're hit by a grenade. 12 years later, Selene awakens and meets the vampire, David. She learns she had been the subject of scientist Dr. Jacob Lane, and the Vampire and Lycan species have been practically eradicated from Earth. Now, Selene and David must protect a 12-year-old girl against the Lycans who intend to use her.","$62,321,039",160112671
64,Don't Breathe,7.015,2016-06-08,en,tt4160708,"Crime, Horror, Thriller","Rocky, a young woman wanting to start a better life for her and her sister, agrees to take part in the robbery of a house owned by a wealthy blind man with her boyfriend Money and their friend Alex. But when the blind man turns out to be a more ruthless adversary than he seems, the group must find a way to escape his home before they become his latest victims.","$89,217,875",158906350
65,Goosebumps,6.31,2015-08-05,en,tt1051904,"Adventure, Comedy, Family","After moving to a new small town, teenage Zach Cooper (Dylan Minnette) meets the beautiful girl next door, Hannah (Odeya Rush). But every silver lining has a cloud, and Zach's comes when he learns that Hannah has a mysterious dad who is revealed to be R. L. Stine (Jack Black), the author of the bestselling Goosebumps series. It turns out that there is a reason why Stine is so strange - he is a prisoner of his own imagination - the monsters that his books made famous are real, and Stine protects his readers by keeping them locked up in their books. Zach unintentionally unleashes the monsters from their manuscripts and they begin to terrorize the town. It's up to Stine, Zach, Hannah, and Zach's friend Champ (Ryan Lee) to put all the monsters back in their books.","$80,080,379",158261424
66,Final Destination 5,6.151,2011-08-12,en,tt1622979,"Horror, Thriller","While on a business retreat, Sam has a premonition that he, his co-workers, boss, and several other people will die in a horrific bridge collapse. When his premonition ends, he tries to make everyone get off the bus. Only some of his co-workers, along with his boss, leave. Shortly after, the bridge collapses. Everyone thinks that they are safe until the survivors start dying. It is now up to Sam to try to find a way to prevent anyone else from dying before it is too late.","$42,587,643",157887643
67,Escape Room,6.542,2019-01-03,en,tt5886046,"Action, Adventure, Horror","Six strangers are given mysterious black boxes with tickets to an immersive escape room for a chance to win tons of money. Being locked in several rooms with extreme conditions, they discover the secrets behind the escape room and must fight to survive and to find a way out.","$57,005,601",155712077
68,Blade II,6.554,2002-03-22,en,tt0187738,"Action, Horror, Sci-Fi","A rare mutation has occurred within the vampire community. The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Now their quickly expanding population threatens the existence of vampires, and soon there won't be enough humans in the world to satisfy their bloodlust. Blade, Whistler and an armory expert named Scud are curiously summoned by the Shadow Council. The council reluctantly admits that they are in a dire situation and they require Blade's assistance. Blade then tenuously enters into an alliance with The Bloodpack, an elite team of vampires trained in all modes of combat to defeat the Reaper threat. Blade's team and the Bloodpack are the only line of defense which can prevent the Reaper population from wiping out the vampire and human populations.","$82,348,319",155010032
