ID;title;rating;release_date;original_language;IMDb_ID;genre;plot;box_office_domestic;box_office_worldwide;extracted_plotpoints;Used_Plotphrases;Best_Match_Phrase;Similarity_Score
154;Gulliver's Travels;5.216;2010-12-23;en;tt1320261;Adventure, Comedy, Family;Lemuel Gulliver (Jack Black) has been working in the mail room of a New York daily newspaper for the past ten years. Afraid to put himself out there, he considers himself a loser, as do all of his peers. One day, after having finally had enough, he decides to declare his love to the beautiful Darcy Silverman (Amanda Peet), the newspaper's travel editor and one of Gulliver's only friends, only to chicken out at the last minute and instead tell her that he'd like to try his hand at writing a column. Darcy accepts and sends him on an assignment to the Bermuda Triangle. There, Gulliver becomes shipwrecked and ends up on the island of Liliput, where he is twelve times taller than the tallest man. For the first time, Gulliver has people looking up to him.;$42,779,261;237382724;['lemuel gulliver jack', 'lemuel gulliver', 'gulliver jack black', 'gulliver jack', 'gulliver shipwrecked', 'gulliver shipwrecked ends', 'gulliver friends', 'man time gulliver', 'time gulliver', 'gulliver people', 'darcy silverman', 'triangle gulliver', 'gulliver people looking', 'gulliver friends chicken', 'darcy silverman amanda', 'bermuda triangle gulliver', 'beautiful darcy silverman', 'triangle gulliver shipwrecked', 'travel editor gulliver', 'editor gulliver', 'time gulliver people', 'editor gulliver friends', 'jack black', 'ends island liliput', 'island liliput', 'jack black working', 'liliput times taller', 'beautiful darcy', 'island liliput times', 'darcy accepts', 'silverman amanda', 'love beautiful darcy', 'silverman amanda peet', 'darcy accepts sends', 'column darcy', 'ends island', 'shipwrecked ends island', 'liliput times', 'writing column darcy', 'assignment bermuda', 'times taller', 'taller tallest man', 'shipwrecked ends', 'tallest man time', 'bermuda triangle', 'newspaper travel editor', 'amanda peet newspaper', 'afraid considers loser', 'black working', 'peet newspaper travel', 'friends chicken minute', 'york daily', 'newspaper past', 'black working mail', 'finally decides', 'considers loser', 'man time', 'afraid considers', 'minute instead', 'room new york', 'loser peers day', 'instead tell', 'hand writing column', 'sends assignment', 'tell like', 'day having finally', 'like try hand', 'try hand writing', 'mail room new', 'declare love beautiful', 'years afraid', 'people looking', 'working mail', 'past years', 'decides declare'];False;mysterious man;0.31391698122024536
155;Howl's Moving Castle;8.387;2004-09-09;ja;tt0347149;Animation, Adventure, Family;A love story between an 18-year-old girl named Sophie, cursed by a witch into an old woman's body, and a magician named Howl. Under the curse, Sophie sets out to seek her fortune, which takes her to Howl's strange moving castle. In the castle, Sophie meets Howl's fire demon, named Karishifâ. Seeing that she is under a curse, the demon makes a deal with Sophie--if she breaks the contract he is under with Howl, then Karushifâ will lift the curse that Sophie is under, and she will return to her 18-year-old shape.;$10,352,604;236049757;['howl curse sophie', 'sophie meets howl', 'sophie cursed', 'sophie cursed witch', 'curse sophie', 'love story 18', 'lift curse sophie', 'curse sophie return', 'love story', 'castle sophie meets', 'named sophie cursed', 'castle sophie', 'sophie meets', 'deal sophie', 'castle castle sophie', 'deal sophie breaks', 'sophie return', 'curse sophie sets', 'meets howl demon', 'sophie breaks', 'makes deal sophie', 'sophie return 18', 'girl named sophie', 'sophie sets seek', 'howl curse', 'named sophie', 'fortune takes howl', 'named howl curse', 'howl demon', 'sophie breaks contract', 'howl demon named', 'sophie sets', 'seeing curse demon', 'karishifâ seeing curse', 'meets howl', 'takes howl strange', 'contract howl karushifâ', 'karushifâ lift curse', 'cursed witch old', 'howl karushifâ', 'cursed witch', 'howl strange', 'takes howl', 'story 18 year', 'demon named karishifâ', 'howl karushifâ lift', 'story 18', 'howl strange moving', 'curse demon', 'curse demon makes', 'magician named howl', 'contract howl', 'seeing curse', 'named howl', 'breaks contract howl', 'demon makes deal', 'lift curse', 'witch old woman', 'strange moving castle', 'castle castle', 'demon named', 'named karishifâ seeing', 'seek fortune takes', 'girl named', 'year old', 'old girl', '18 year', 'strange moving', 'makes deal', 'breaks contract', 'return 18', 'woman body', 'sets seek', 'year old shape', 'body magician'];False;fairy tale;0.3764073848724365
156;Constantine;7.12;2005-02-08;en;tt0360486;Action, Fantasy, Horror;John Constantine is approached by Det. Angela Dodson who needs his help to prove that her twin sister Isabel's death was not a suicide. The dead woman was a devout Catholic and Angela refuses to accept she would have taken her own life. She's asked Constantine for help because he has a reputation for dealing with the mystical. In fact, he is a demon hunter whose sole purpose on Earth is to send demons back to the nether regions. John himself has been to Hell and knows that he is destined to return there on his death - but hopes his good deeds may find him a place in Heaven. As he looks into Isabel's death, he realizes demons are trying to break through to the human world, and his battles lead him into a direct conflict with Satan.;$75,976,178;230900000;['asked constantine help', 'constantine help', 'death realizes demons', 'john constantine approached', 'constantine approached', 'asked constantine', 'life asked constantine', 'john constantine', 'realizes demons', 'constantine help reputation', 'realizes demons trying', 'constantine approached det', 'isabel death realizes', 'catholic angela refuses', 'catholic angela', 'devout catholic angela', 'isabel death', 'isabel death suicide', 'demons trying', 'direct conflict satan', 'send demons', 'dead woman devout', 'demons nether', 'demons trying break', 'looks isabel death', 'earth send demons', 'death realizes', 'heaven looks isabel', 'sister isabel death', 'mystical fact demon', 'send demons nether', 'angela dodson needs', 'angela dodson', 'suicide dead woman', 'demons nether regions', 'return death', 'fact demon hunter', 'dead woman', 'suicide dead', 'deeds place heaven', 'john hell', 'dodson needs help', 'dealing mystical', 'place heaven', 'death hopes', 'angela refuses accept', 'heaven looks', 'hell knows destined', 'regions john hell', 'demon hunter sole', 'twin sister isabel', 'devout catholic', 'approached det angela', 'good deeds place', 'destined return', 'reputation dealing mystical', 'mystical fact', 'hopes good deeds', 'nether regions john', 'direct conflict', 'hell knows', 'hopes good', 'accept taken life', 'hunter sole purpose', 'life asked', 'prove twin sister', 'battles lead', 'earth send', 'human world', 'lead direct', 'needs help', 'trying break', 'sole purpose earth', 'refuses accept', 'help prove'];False;mother died;0.36558422446250916
157;Ghostbusters;5.3;2016-07-14;en;tt1289401;Action, Comedy, Fantasy;Paranormal researcher Abby Yates and physicist Erin Gilbert are trying to prove that ghosts exist in modern society. When strange apparitions appear in Manhattan, Gilbert and Yates turn to engineer Jillian Holtzmann for help. Also joining the team is Patty Tolan, a lifelong New Yorker who knows the city inside and out. Armed with proton packs and plenty of attitude, the four women prepare for an epic battle as more than 1,000 mischievous ghouls descend on Times Square.;$128,350,574;229147509;['abby yates physicist', 'paranormal researcher abby', 'researcher abby yates', 'trying prove ghosts', 'abby yates', 'paranormal researcher', 'prove ghosts', 'mischievous ghouls descend', 'mischievous ghouls', '000 mischievous ghouls', 'yates physicist erin', 'prove ghosts exist', 'ghosts exist', 'ghosts exist modern', 'researcher abby', 'manhattan gilbert yates', 'yates physicist', 'ghouls descend', 'ghouls descend times', 'physicist erin gilbert', 'appear manhattan gilbert', 'apparitions appear manhattan', 'engineer jillian holtzmann', 'appear manhattan', 'physicist erin', 'society strange apparitions', 'jillian holtzmann help', 'erin gilbert trying', 'jillian holtzmann', 'yates turn engineer', 'turn engineer jillian', 'engineer jillian', 'patty tolan', 'times square', 'manhattan gilbert', 'erin gilbert', 'strange apparitions', 'patty tolan lifelong', 'gilbert yates', 'battle 000 mischievous', 'modern society strange', '000 mischievous', 'gilbert trying prove', 'team patty tolan', 'yates turn', 'society strange', 'gilbert trying', 'yorker knows', 'apparitions appear', 'team patty', 'new yorker', 'descend times square', 'lifelong new yorker', 'women prepare epic', 'women prepare', 'descend times', 'epic battle', 'attitude women prepare', 'trying prove', 'battle 000', 'exist modern', 'plenty attitude women', 'turn engineer', 'tolan lifelong', 'armed proton', 'city inside', 'help joining', 'proton packs plenty', 'knows city', 'prepare epic', 'joining team', 'lifelong new', 'holtzmann help joining', 'inside armed', 'packs plenty attitude'];False;battle good;0.3037267327308655
158;Ghost Rider;5.6;2007-01-15;en;tt0259324;Action, Fantasy, Thriller;"When the motorcyclist Johnny Blaze finds that his father Barton Blaze has terminal cancer, he accepts a pact with Mephistopheles, giving his soul for the health of his beloved father. But the devil deceives him, and Barton dies in a motorcycle accident during an exhibition. Johnny leaves the carnival, his town, his friends, and his girlfriend Roxanne. Many years later, Johnny Blaze becomes a famous motorcyclist, who risks his life in his shows, and he meets Roxanne again, now a television reporter. However, Mephistopheles proposes Johnny to release his contract if he become the ""Ghost Rider"" and defeat his evil son Blackheart, who wants to possess one thousand evil souls and transform hell on Earth.";$115,802,596;228738393;['motorcyclist johnny blaze', 'motorcyclist johnny', 'blaze famous motorcyclist', 'ghost rider', 'contract ghost rider', 'johnny blaze', 'johnny blaze finds', 'later johnny blaze', 'rider defeat evil', 'ghost rider defeat', 'dies motorcycle', 'johnny leaves carnival', 'johnny blaze famous', 'mephistopheles proposes johnny', 'johnny leaves', 'famous motorcyclist risks', 'famous motorcyclist', 'accident exhibition johnny', 'rider defeat', 'blaze finds father', 'johnny release contract', 'dies motorcycle accident', 'father barton blaze', 'barton dies motorcycle', 'johnny release', 'motorcyclist risks', 'later johnny', 'proposes johnny release', 'motorcyclist risks life', 'blaze terminal cancer', 'proposes johnny', 'years later johnny', 'blaze famous', 'blaze terminal', 'blaze finds', 'motorcycle accident', 'barton blaze', 'exhibition johnny leaves', 'evil son blackheart', 'souls transform hell', 'barton blaze terminal', 'mephistopheles giving soul', 'evil souls', 'motorcycle accident exhibition', 'souls transform', 'contract ghost', 'blackheart wants possess', 'beloved father devil', 'son blackheart wants', 'thousand evil souls', 'possess thousand evil', 'defeat evil son', 'transform hell earth', 'leaves carnival town', 'finds father barton', 'television reporter mephistopheles', 'meets roxanne', 'devil deceives', 'giving soul health', 'risks life shows', 'release contract ghost', 'carnival town friends', 'pact mephistopheles', 'hell earth', 'terminal cancer accepts', 'deceives barton', 'girlfriend roxanne years', 'life shows', 'wants possess thousand', 'shows meets', 'health beloved', 'town friends girlfriend', 'accepts pact', 'television reporter', 'years later'];False;dragon rider;0.2832414209842682
159;Elf;6.664;2003-11-07;en;tt0319343;Adventure, Comedy, Family;Buddy was a baby in an orphanage who stowed away in Santa's sack and ended up at the North Pole. Later, as an adult who happened to be raised by elves, Santa allows him to go to New York City to find his birth father, Walter Hobbs. Walter, who is on Santa's naughty list for being a heartless jerk, had no idea that Buddy was even born. Buddy, meanwhile, experiences the delights of New York City (and human culture) as only an elf can. When Walter's relationship with him interferes with his job, he is forced to reevaluate his priorities.;$179,757,261;228500000;['buddy born buddy', 'walter santa naughty', 'buddy born', 'walter santa', 'buddy baby orphanage', 'born buddy experiences', 'birth father walter', 'elf walter relationship', 'raised elves santa', 'stowed away santa', 'santa naughty', 'hobbs walter santa', 'santa sack', 'elves santa', 'elf walter', 'away santa sack', 'born buddy', 'santa allows new', 'santa sack ended', 'father walter', 'away santa', 'santa allows', 'walter relationship', 'idea buddy born', 'elves santa allows', 'buddy baby', 'buddy experiences delights', 'santa naughty list', 'culture elf walter', 'walter relationship interferes', 'buddy experiences', 'city birth father', 'father walter hobbs', 'walter hobbs walter', 'york city birth', 'birth father', 'hobbs walter', 'baby orphanage stowed', 'pole later adult', 'happened raised elves', 'walter hobbs', 'baby orphanage', 'sack ended north', 'city birth', 'ended north pole', 'york city human', 'raised elves', 'north pole later', 'orphanage stowed', 'north pole', 'ended north', 'naughty list heartless', 'heartless jerk', 'later adult', 'pole later', 'later adult happened', 'jerk idea buddy', 'heartless jerk idea', 'city human', 'list heartless jerk', 'naughty list', 'delights new york', 'culture elf', 'stowed away', 'new york', 'idea buddy', 'allows new york', 'happened raised', 'relationship interferes job', 'reevaluate priorities', 'allows new', 'human culture', 'experiences delights new', 'job forced', 'forced reevaluate'];False;father king;0.3088642954826355
160;Immortals;6.04;2011-11-10;en;tt1253864;Action, Drama, Fantasy;Eons after the Gods won their mythic struggle against the Titans, a new evil threatens the land. Mad with power, King Hyperion (Mickey Rourke) has declared war against humanity. Amassing a bloodthirsty army of soldiers disfigured by his own hand, Hyperion has scorched Greece in search of the legendary Epirus Bow, a weapon of unimaginable power forged in the heavens by Ares (Daniel Sharman). Only he who possesses this bow can unleash the Titans, who have been imprisoned deep within the walls of Mount Tartaros since the dawn of time and thirst for revenge. In the King's hands, the bow would rain destruction upon mankind and annihilate the Gods. But ancient law dictates the Gods must not intervene in man's conflict. They remain powerless to stop Hyperion, until a peasant named Theseus (Henry Cavill) comes forth as their only hope. Secretly chosen by Zeus (Luke Evans), Theseus must save his people from Hyperion and his hordes. Rallying a band of fellow outsiders, including visionary Priestess Phaedra (Freida Pinto) and cunning slave Stavros (Stephen Dorff), one hero will lead the uprising, or watch his homeland fall into ruin and his Gods vanish into legend.;$83,504,017;226904017;['eons gods', 'eons gods won', 'legendary epirus bow', 'bow unleash titans', 'unleash titans imprisoned', 'gods ancient', 'gods ancient law', 'annihilate gods ancient', 'power king hyperion', 'legendary epirus', 'secretly chosen zeus', 'gods won mythic', 'epirus bow weapon', 'chosen zeus luke', 'ruin gods', 'stop hyperion peasant', 'hyperion scorched greece', 'mythic struggle titans', 'unleash titans', 'powerless stop hyperion', 'zeus luke evans', 'peasant named theseus', 'people hyperion hordes', 'titans new evil', 'gods vanish', 'forged heavens ares', 'fall ruin gods', 'visionary priestess phaedra', 'heavens ares daniel', 'ancient law', 'power forged heavens', 'theseus henry cavill', 'law dictates gods', 'theseus save people', 'king hands bow', 'greece search legendary', 'save people hyperion', 'struggle titans new', 'gods intervene man', 'mount tartaros', 'weapon unimaginable power', 'hyperion mickey', 'evans theseus save', 'time thirst revenge', 'possesses bow', 'revenge king hands', 'slave stavros stephen', 'mad power king', 'hero lead uprising', 'dorff hero', 'new evil threatens', 'hands bow rain', 'imprisoned deep', 'amassing bloodthirsty army', 'destruction mankind', 'disfigured hand hyperion', 'cavill comes forth', 'cunning slave', 'remain powerless stop', 'vanish legend', 'declared war', 'including visionary', 'man conflict', 'soldiers disfigured', 'hope secretly', 'deep walls', 'dawn time', 'freida pinto cunning', 'sharman possesses', 'save people', 'mickey rourke declared', 'land mad', 'outsiders including', 'rallying band fellow', 'watch homeland fall'];False;world war;0.3609531819820404
161;Percy Jackson & the Olympians: The Lightning Thief;6.211;2010-02-01;en;tt0814255;Adventure, Family, Fantasy;"When his lightning bolt is stolen, Zeus accuses Poseidon's son Percy Jackson and gives Poseidon's son fourteen days to return it, otherwise he will initiate a war amongst the gods. Meanwhile the teenager, Percy, who is dyslexic and has ADHD is visiting The Museum of Metropolitan of Art and is attacked by a Fury disguised in his teacher. His physically handicapped best friend Grover reveals that Percy is a demigod and that he is his protector and his teacher Mr Brunner gives him a pen telling him that it is a powerful weapon. They go to Percy's house and together with his mother Sally they drive to the Camp Half-Blood. However Sally is attacked by a Minotaur and vanishes before Percy can help her. In the camp, Percy befriends the gorgeous Annabeth; when they are attacked by Hades who wants the lighting bolt for himself, Percy discovers that his mother is in the Underworld with Hades. Percy decides to travel on a dangerous quest to retrieve the lightning bolt and save his mother. Grover and Annabeth join him and Luke gives a powerful shield of his own to protect Percy. Will they be able to succeed?";$88,768,303;226497209;['bolt percy discovers', 'hades percy decides', 'protect percy able', 'percy discovers mother', 'percy discovers', 'hades percy', 'protect percy', 'underworld hades percy', 'lighting bolt percy', 'reveals percy demigod', 'reveals percy', 'percy help', 'powerful weapon percy', 'percy demigod protector', 'gods teenager percy', 'percy jackson gives', 'poseidon son percy', 'son percy', 'percy decides', 'son percy jackson', 'bolt percy', 'percy able', 'grover reveals percy', 'percy able succeed', 'percy demigod', 'vanishes percy help', 'percy help camp', 'minotaur vanishes percy', 'percy jackson', 'weapon percy house', 'percy house mother', 'hades wants lighting', 'percy decides travel', 'percy dyslexic', 'percy befriends gorgeous', 'attacked hades', 'bolt stolen zeus', 'annabeth attacked hades', 'jackson gives poseidon', 'hades wants', 'stolen zeus', 'accuses poseidon son', 'zeus accuses', 'lightning bolt stolen', 'sally attacked minotaur', 'luke gives powerful', 'lighting bolt', 'blood sally attacked', 'retrieve lightning', 'save mother grover', 'mother underworld', 'annabeth attacked', 'bolt save mother', 'jackson gives', 'grover annabeth join', 'minotaur vanishes', 'handicapped best friend', 'gives powerful shield', 'initiate war gods', 'camp half blood', 'son fourteen', 'telling powerful weapon', 'art attacked', 'join luke', 'mother sally drive', 'fury disguised', 'brunner gives pen', 'travel dangerous quest', 'dyslexic adhd visiting', 'quest retrieve', 'able succeed', 'teacher physically', 'fourteen days', 'return initiate', 'museum metropolitan'];False;epic quest;0.3568629324436188
162;Hansel & Gretel: Witch Hunters;6.096;2013-01-17;en;tt1428538;Action, Fantasy, Horror;"Siblings Hansel and Gretel are left alone in the woods by their father and captured by a dark witch in a candy house, but they kill the witch and escape. Years later, the orphans have become famous witch hunters. When 11 children go missing in a small village, the Mayor summons Hansel and Gretel to rescue them, and they save red-haired Mina from the local sheriff who wants to burn her for being a witch. Soon they discover that the Blood Moon will approach in three days and that powerful dark witch Muriel is responsible for all the abductions; she intends to use the children with a secret ingredient in a broth that will protect the coven of witches against the fire. Meanwhile, Hansel and Gretel discover secrets about their parents.";$55,703,475;226349749;['siblings hansel gretel', 'witches hansel gretel', 'orphans famous witch', 'siblings hansel', 'coven witches hansel', 'witches hansel', 'hansel gretel rescue', 'later orphans', 'years later orphans', 'dark witch muriel', 'later orphans famous', 'famous witch hunters', 'captured dark witch', 'orphans famous', 'hansel gretel', 'coven witches', 'hansel gretel discover', 'summons hansel gretel', 'children missing', 'hunters 11 children', 'hansel gretel left', 'witch hunters', 'witch hunters 11', 'witch muriel responsible', 'dark witch', '11 children missing', 'muriel responsible abductions', 'protect coven witches', 'gretel rescue', 'witch muriel', 'house kill witch', 'powerful dark witch', 'dark witch candy', 'children secret', 'witch candy house', 'famous witch', 'children missing small', 'witch escape', 'summons hansel', 'gretel discover secrets', 'kill witch', 'children secret ingredient', 'witch escape years', 'candy house kill', 'gretel left woods', '11 children', 'witch soon discover', 'gretel rescue save', 'secrets parents', 'use children', 'broth protect coven', 'gretel left', 'father captured dark', 'burn witch soon', 'captured dark', 'woods father captured', 'discover blood moon', 'rescue save red', 'soon discover blood', 'abductions intends', 'save red haired', 'small village', 'intends use children', 'escape years', 'powerful dark', 'haired mina local', 'missing small', 'ingredient broth', 'days powerful', 'wants burn', 'sheriff wants', 'soon discover', 'moon approach days', 'village mayor summons', 'years later'];False;secrets hidden;0.42798930406570435
163;Jungle Cruise;7.302;2021-07-28;en;tt0870154;Action, Adventure, Comedy;1916. Dreaming about saving countless lives and having another adventure, the feisty English feminist and doctor of botany, Dr Lily Houghton, embarks on a peril-laden mission to change the world. Along with her fashionable brother, MacGregor, Dr Houghton enlists the help of the arrogant, wisecracking riverboat skipper, Captain Frank Wolff, to guide them through the serpentine Amazon River in La Quila, his swift wooden boat. Now, as the intrepid trio ventures deeper and deeper into the heart of an impenetrable green maze, searching for something that cannot be found, a centuries-old curse and the ruthless aristocrat, Prince Joachim, threaten to put an end to their ambitious plans. And, sooner or later, the jungle always wins. Is it true that the Spanish conquistador, Don Aguirre, was lost in the same God-forsaken part of the world?;$116,987,516;220889446;['conquistador don aguirre', 'true spanish conquistador', 'spanish conquistador', 'conquistador don', 'spanish conquistador don', 'aguirre lost god', 'macgregor dr houghton', 'houghton embarks peril', 'lily houghton embarks', 'dr houghton', 'houghton embarks', 'don aguirre lost', 'dr houghton enlists', 'dr lily houghton', 'houghton enlists help', 'lost god forsaken', 'god forsaken world', 'don aguirre', 'wisecracking riverboat skipper', 'adventure feisty english', 'la quila swift', 'quila swift wooden', 'lost god', 'riverboat skipper captain', 'captain frank wolff', 'aristocrat prince joachim', 'forsaken world', 'serpentine amazon river', 'wins true spanish', 'adventure feisty', 'boat intrepid trio', 'wolff guide', 'macgregor dr', 'feisty english feminist', 'amazon river la', 'curse ruthless aristocrat', 'wisecracking riverboat', 'dr lily', '1916 dreaming saving', 'guide serpentine amazon', 'change world', 'feminist doctor botany', 'english feminist doctor', 'true spanish', 'prince joachim threaten', 'aristocrat prince', 'skipper captain frank', 'la quila', 'lives having adventure', 'wooden boat', 'brother macgregor', 'old curse', 'searching centuries', 'wolff guide serpentine', 'maze searching centuries', 'sooner later jungle', 'trio ventures deeper', 'change world fashionable', 'embarks peril laden', 'intrepid trio ventures', 'saving countless', 'countless lives having', 'ventures deeper deeper', 'threaten end', 'green maze', 'end ambitious plans', 'deeper heart', 'centuries old', 'heart impenetrable green', 'arrogant wisecracking', 'mission change', 'sooner later', 'fashionable brother', 'enlists help arrogant', 'wins true'];False;world war;0.43970900774002075
164;Dracula Untold;6.451;2014-10-01;en;tt0829150;Action, Drama, Fantasy;At the turn of the century, the young lord Vlad and his family live a peaceful life ruling over their small kingdom, but when a Turk warlord demands from Vlad a thousand boys and his son to create an army Vlad seeks a terrible power that will allow him to protect his kingdom and family from the Turks at a terrible cost.;$56,280,355;217124280;['lord vlad family', 'vlad family', 'warlord demands vlad', 'vlad thousand boys', 'young lord vlad', 'vlad family live', 'create army vlad', 'demands vlad thousand', 'lord vlad', 'kingdom turk warlord', 'vlad thousand', 'kingdom family turks', 'vlad seeks terrible', 'turk warlord demands', 'demands vlad', 'army vlad', 'army vlad seeks', 'turk warlord', 'family turks terrible', 'vlad seeks', 'kingdom turk', 'family turks', 'small kingdom turk', 'turks terrible', 'protect kingdom family', 'kingdom family', 'ruling small kingdom', 'turks terrible cost', 'son create army', 'warlord demands', 'protect kingdom', 'thousand boys son', 'allow protect kingdom', 'century young lord', 'small kingdom', 'family live peaceful', 'seeks terrible power', 'thousand boys', 'boys son create', 'peaceful life ruling', 'create army', 'young lord', 'son create', 'boys son', 'family live', 'turn century young', 'century young', 'turn century', 'peaceful life', 'terrible power', 'life ruling small', 'live peaceful life', 'life ruling', 'live peaceful', 'ruling small', 'seeks terrible', 'terrible power allow', 'power allow protect', 'power allow', 'allow protect', 'terrible cost'];False;father king;0.3728114068508148
165;The Croods: A New Age;7.449;2020-11-25;en;tt2850386;Animation, Adventure, Comedy;Still searching for a place to settle down after the cataclysmic events of The Croods (2013), the overprotective prehistoric patriarch, Grug, leads his family to the great unknown. Hoping for the best in an increasingly dangerous world, while trying to come to terms with Eep and Guy's budding romance, Grug stumbles upon a secluded Eden of plenty, containing everything that they have been seeking. However, there is a catch. This verdant heaven on Earth is already occupied by the significantly more evolved Bettermans: Phil, Hope, and their daughter, Dawn. Now, as tensions boil over between the antagonistic clans, a new menace threatens the future of both families. Can the Croods and the Bettermans put aside their differences to fight the common enemy, and live to tell the tale?;$58,568,815;215905815;['families croods bettermans', 'croods bettermans', 'croods bettermans aside', 'future families croods', 'families croods', 'grug leads family', 'prehistoric patriarch grug', 'significantly evolved bettermans', 'evolved bettermans', 'patriarch grug leads', 'overprotective prehistoric patriarch', 'evolved bettermans phil', 'patriarch grug', 'bettermans phil hope', 'antagonistic clans new', 'croods 2013 overprotective', 'bettermans aside differences', 'croods 2013', 'family great unknown', '2013 overprotective prehistoric', 'grug stumbles secluded', 'grug leads', 'bettermans aside', 'common enemy live', 'prehistoric patriarch', 'budding romance grug', 'grug stumbles', 'threatens future families', 'heaven earth occupied', 'eden plenty', 'verdant heaven', 'occupied significantly evolved', 'cataclysmic events croods', 'fight common enemy', 'boil antagonistic clans', 'great unknown hoping', 'clans new menace', 'romance grug stumbles', 'menace threatens future', 'hope daughter dawn', 'leads family great', 'stumbles secluded eden', 'daughter dawn tensions', 'future families', 'aside differences fight', 'hoping best increasingly', 'events croods 2013', 'significantly evolved', 'threatens future', 'differences fight common', 'new menace', 'dawn tensions boil', 'family great', 'hope daughter', 'live tell tale', 'increasingly dangerous world', 'phil hope daughter', 'heaven earth', 'unknown hoping best', 'hoping best', 'best increasingly', 'searching place settle', 'tensions boil antagonistic', 'dangerous world trying', 'settle cataclysmic', 'world trying come', 'earth occupied significantly', 'containing seeking', 'catch verdant', 'terms eep guy', 'seeking catch', 'come terms', 'occupied significantly', 'plenty containing', 'guy budding'];False;heaven earth;0.4005604684352875
166;Ted 2;6.315;2015-06-25;en;tt2637276;Comedy;Months after John's divorce, Ted and Tami-Lynn's marriage seems to be on the same road. To patch things up, Ted and Tami-Lynn plan to have a child with John's help, but their failed efforts backfire disastrously. Namely, Ted is declared property by the government, and he loses all of his civil rights. Now, Ted must fight a seemingly hopeless legal battle with an inexperienced young lawyer to regain his rightful legal status. Unfortunately, between Ted's drunken idiocies and sinister forces interested in this situation to exploit him, Ted's quest has all the odds against him.;$81,476,385;215863606;['divorce ted tami', 'john divorce ted', 'divorce ted', 'ted tami lynn', 'things ted tami', 'ted tami', 'rights ted fight', 'ted declared property', 'rights ted', 'ted fight seemingly', 'tami lynn marriage', 'unfortunately ted', 'civil rights ted', 'ted fight', 'john divorce', 'ted declared', 'status unfortunately ted', 'unfortunately ted drunken', 'disastrously ted', 'ted quest', 'ted drunken', 'things ted', 'ted drunken idiocies', 'lynn marriage', 'disastrously ted declared', 'ted quest odds', 'backfire disastrously ted', 'exploit ted quest', 'patch things ted', 'months john divorce', 'exploit ted', 'situation exploit ted', 'tami lynn', 'tami lynn plan', 'lawyer regain rightful', 'hopeless legal battle', 'lynn marriage road', 'lawyer regain', 'young lawyer regain', 'regain rightful legal', 'child john', 'child john help', 'marriage road', 'plan child john', 'legal battle', 'seemingly hopeless legal', 'marriage road patch', 'lynn plan child', 'rightful legal status', 'rightful legal', 'john help failed', 'property government loses', 'legal status unfortunately', 'legal battle inexperienced', 'inexperienced young lawyer', 'john help', 'loses civil', 'government loses civil', 'loses civil rights', 'declared property government', 'months john', 'government loses', 'fight seemingly hopeless', 'regain rightful', 'fight seemingly', 'declared property', 'civil rights', 'seemingly hopeless', 'plan child', 'interested situation', 'efforts backfire', 'help failed', 'idiocies sinister', 'forces interested', 'battle inexperienced'];False;mysterious man;0.31213802099227905
167;Journey to the West: Conquering the Demons;6.92;2013-02-07;zh;tt2017561;Action, Adventure, Comedy;Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King.;$18,058;215637183;['tang sanzang', 'tang sanzang aspiring', 'duan demon hunter', 'sanzang aspiring buddhist', 'meet legendary monkey', 'legendary monkey king', 'duan demon', 'legendary monkey', 'miss duan demon', 'demon hunter', 'sanzang aspiring', 'buddhist hero', 'village demons', 'demon hunter repeatedly', 'monkey king', 'buddhist hero tries', 'aspiring buddhist hero', 'village demons develops', 'meet legendary', 'protect village demons', 'demons develops complex', 'demons develops', 'quests meet legendary', 'miss duan', 'aspiring buddhist', 'feelings miss duan', 'hero tries', 'hero tries protect', 'hunter repeatedly', 'tries protect village', 'quests meet', 'protect village', 'finally quests meet', 'hunter repeatedly helps', 'finally quests', 'tries protect', 'helps finally quests', 'develops complex feelings', 'develops complex', 'complex feelings miss', 'complex feelings', 'feelings miss', 'repeatedly helps', 'repeatedly helps finally', 'helps finally'];False;mysterious man;0.3826974630355835
168;Nobody;7.8;2025-08-02;zh;tt36733027;Animation, Comedy, Drama;The little pig demon decided to leave Langlang Mountain and form a grassroots team with the toad demon, the weasel demon, and the gorilla demon, to start the journey to the west.;;215367669;['little pig demon', 'weasel demon gorilla', 'gorilla demon start', 'pig demon decided', 'demon gorilla demon', 'pig demon', 'demon gorilla', 'gorilla demon', 'toad demon weasel', 'demon weasel demon', 'toad demon', 'team toad demon', 'weasel demon', 'demon weasel', 'demon start journey', 'demon decided leave', 'demon start', 'leave langlang mountain', 'demon decided', 'little pig', 'grassroots team toad', 'langlang mountain', 'decided leave langlang', 'team toad', 'langlang mountain form', 'form grassroots team', 'leave langlang', 'grassroots team', 'journey west', 'start journey west', 'mountain form', 'mountain form grassroots', 'start journey', 'decided leave', 'form grassroots'];False;small town;0.25472182035446167
